state,district_name,district_type,nces_lea_id,studentvue_login_url,mobile_app_base_url,district_studentvue_information_url,evidence_url,evidence_title,verification_status,last_verified,notes
Pennsylvania,Penncrest SD,Traditional public school district,4218740,https://pa-pcsd-psv.edupoint.com/PXP2_Login_Student.aspx,https://pa-pcsd-psv.edupoint.com/,,https://pa-pcsd-psv.edupoint.com/PXP2_Login_Student.aspx,StudentVUE,Confirmed current,2026-07-24,Edupoint registry: Penncrest School District (Saegertown PA 16433); Live StudentVUE login returned HTTP 200. Matched to NCES 2024-25 LEA 4218740 (name score 1.24).
Pennsylvania,Perkiomen Valley SD,Traditional public school district,4218930,https://parentvue.pvsd.org/PXP2_Login_Student.aspx,https://parentvue.pvsd.org/,https://www.pvsd.org/,https://www.pvsd.org/,Homepage - Perkiomen Valley School District,Confirmed current,2026-07-24,Edupoint registry: Perkiomen Valley School District (Collegeville PA 19426); Live StudentVUE login returned HTTP 200. Matched to NCES 2024-25 LEA 4218930 (name score 1.24).
Pennsylvania,Punxsutawney Area SD,Traditional public school district,4219800,https://pa-pasd-psv.edupoint.com/PXP2_Login_Student.aspx,https://pa-pasd-psv.edupoint.com/,,https://pa-pasd-psv.edupoint.com/PXP2_Login_Student.aspx,StudentVUE,Confirmed current,2026-07-24,Edupoint registry: Punxsutawney Area School District (Punxsutawney PA 15767); Live StudentVUE login returned HTTP 200. Matched to NCES 2024-25 LEA 4219800 (name score 1.24).
Pennsylvania,Redbank Valley SD,Traditional public school district,4220130,https://pa-rvsd-psv.edupoint.com/PXP2_Login_Student.aspx,https://pa-rvsd-psv.edupoint.com/,https://www.redbankvalley.net/,https://www.redbankvalley.net/,Home,Confirmed current,2026-07-24,Edupoint registry: Redbank Valley School District (New Bethlehem PA 16242); Live StudentVUE login returned HTTP 200. Matched to NCES 2024-25 LEA 4220130 (name score 1.24).
Pennsylvania,Shamokin Area SD,Traditional public school district,4221240,https://pa-sha-psv.edupoint.com/PXP2_Login_Student.aspx,https://pa-sha.edupoint.com/pxp2_login_student.aspx,https://www.indians.k12.pa.us/,https://www.indians.k12.pa.us/,Shamokin Area School District - Home,Confirmed current,2026-07-24,Edupoint registry: Shamokin Area School District (Coal Township PA 17866); Live StudentVUE login returned HTTP 200. Matched to NCES 2024-25 LEA 4221240 (name score 1.24).
Pennsylvania,Sharon City SD,Traditional public school district,4221330,https://pa-scsd-psv.edupoint.com/PXP2_Login_Student.aspx,https://pa-scsd.edupoint.com/,,https://pa-scsd-psv.edupoint.com/PXP2_Login_Student.aspx,StudentVUE,Confirmed current,2026-07-24,Edupoint registry: Sharon City School District (Sharon PA 16146); Live StudentVUE login returned HTTP 200. Matched to NCES 2024-25 LEA 4221330 (name score 1.24).
Pennsylvania,Sharpsville Area SD,Traditional public school district,4221420,https://pa-sasd-psv.edupoint.com/PXP2_Login_Student.aspx,https://pa-sasd-psv.edupoint.com/,,https://pa-sasd-psv.edupoint.com/PXP2_Login_Student.aspx,StudentVUE,Confirmed current,2026-07-24,Edupoint registry: Sharpsville Area School District (Sharpsville PA 16150); Live StudentVUE login returned HTTP 200. Matched to NCES 2024-25 LEA 4221420 (name score 1.24).
Pennsylvania,State College Area SD,Traditional public school district,4222770,https://pa-scasd-psv.edupoint.com/PXP2_Login_Student.aspx,,,https://pa-scasd-psv.edupoint.com/PXP2_Login_Student.aspx,,Probable — needs manual verification,2026-07-24,"Edupoint registry: State College Area School District (State College PA 16801); ConnectionError: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response')) Matched to NCES 2024-25 LEA 4222770 (name score 1.24)."
Pennsylvania,Susquenita SD,Traditional public school district,4223040,https://pa-ssd-psv.edupoint.com/PXP2_Login_Student.aspx,https://pa-ssd-psv.edupoint.com/,,https://pa-ssd-psv.edupoint.com/PXP2_Login_Student.aspx,StudentVUE,Confirmed current,2026-07-24,Edupoint registry: Susquenita School District (Duncannon PA 17020); Live StudentVUE login returned HTTP 200. Matched to NCES 2024-25 LEA 4223040 (name score 1.24).
Pennsylvania,Vida CS,Public charter LEA,4200814,https://pa-vcs-psv.edupoint.com/PXP2_Login_Student.aspx,https://pa-vcs-psv.edupoint.com/,,https://pa-vcs-psv.edupoint.com/PXP2_Login_Student.aspx,StudentVUE,Confirmed current,2026-07-24,Edupoint registry: Vida Charter School (Gettysburg PA 17325); Live StudentVUE login returned HTTP 200. Matched to NCES 2024-25 LEA 4200814 (name score 0.87).
