state,district_name,district_type,nces_lea_id,studentvue_login_url,mobile_app_base_url,district_studentvue_information_url,evidence_url,evidence_title,verification_status,last_verified,notes
Virginia,Newport News City Public Schools,Traditional public school district,5102640,https://va-nnps-psv.edupoint.com/PXP2_Login_Student.aspx,https://va-nnps-psv.edupoint.com/,,https://va-nnps-psv.edupoint.com/PXP2_Login_Student.aspx,StudentVUE,Confirmed current,2026-07-24,Edupoint registry: Newport News Public Schools (Newport News VA 23606-3041); Live StudentVUE login returned HTTP 200. Matched to NCES 2024-25 LEA 5102640 (name score 1.24).
Virginia,Norfolk City Public Schools,Traditional public school district,5102670,https://va-nps-psv.edupoint.com/PXP2_Login_Student.aspx,https://va-nps-psv.edupoint.com/,,https://va-nps-psv.edupoint.com/PXP2_Login_Student.aspx,StudentVUE,Confirmed current,2026-07-24,Edupoint registry: Norfolk Public Schools (Norfolk VA 23510-2723); Live StudentVUE login returned HTTP 200. Matched to NCES 2024-25 LEA 5102670 (name score 1.24).
Virginia,Prince George County Public Schools,Traditional public school district,5103090,https://va-pgcps-psv.edupoint.com/PXP2_Login_Student.aspx,https://va-pgcps-psv.edupoint.com/,,https://va-pgcps-psv.edupoint.com/PXP2_Login_Student.aspx,StudentVUE,Confirmed current,2026-07-24,Edupoint registry: Prince George County Public Schools (Prince George VA 23875); Live StudentVUE login returned HTTP 200. Matched to NCES 2024-25 LEA 5103090 (name score 1.24).
Virginia,Prince William County Public Schools,Traditional public school district,5103130,https://va-pwcps-psv.edupoint.com/PXP2_Login_Student.aspx,https://va-pwcps-psv.edupoint.com/,https://www.pwcs.edu/support_services/apps_technology/hub/studentvue/index,https://www.pwcs.edu/support_services/apps_technology/hub/studentvue/index,StudentVUE | Prince William County Public Schools,Confirmed current,2026-07-24,Edupoint registry: Prince William County Public Schools (Nokesville VA 20182); Live StudentVUE login returned HTTP 200. Matched to NCES 2024-25 LEA 5103130 (name score 1.04).; Official district page independently confirms current StudentVUE use.
Virginia,Roanoke City Public Schools,Traditional public school district,5103300,https://va-roc-psv.edupoint.com/PXP2_Login_Student.aspx,https://va-roc-psv.edupoint.com/,https://www.rcps.info/,https://www.rcps.info/,Roanoke City Public Schools,Confirmed current,2026-07-24,Edupoint registry: Roanoke City Public Schools (Raonoke City VA 24012); Live StudentVUE login returned HTTP 200. Matched to NCES 2024-25 LEA 5103300 (name score 1.04).
Virginia,Roanoke County Public Schools,Traditional public school district,5103330,https://va-roan-psv.edupoint.com/PXP2_Login_Student.aspx,https://va-roan-psv.edupoint.com/,https://www.rcps.us/,https://www.rcps.us/,Home - Roanoke County Public Schools,Confirmed current,2026-07-24,Edupoint registry: Roanoke County Public Schools (Roanoke VA 24019); Live StudentVUE login returned HTTP 200. Matched to NCES 2024-25 LEA 5103330 (name score 1.24).
Virginia,Spotsylvania County Public Schools,Traditional public school district,5103640,https://parent.spotsylvania.k12.va.us/PXP2_Login_Student.aspx,https://student.spotsylvania.k12.va.us/,,https://parent.spotsylvania.k12.va.us/PXP2_Login_Student.aspx,StudentVUE,Confirmed current,2026-07-24,Edupoint registry: Spotsylvania County Schools (Fredericksburg VA 22407); Live StudentVUE login returned HTTP 200. Matched to NCES 2024-25 LEA 5103640 (name score 1.24).
Virginia,Stafford County Public Schools,Traditional public school district,5103660,https://psp.staffordschools.net/PXP2_Login_Student.aspx,https://psp.staffordschools.net/,https://www.staffordschools.net/,https://www.staffordschools.net/,Home - Stafford County Public Schools,Confirmed current,2026-07-24,Edupoint registry: Stafford County Public Schools (Stafford VA 22554); Live StudentVUE login returned HTTP 200. Matched to NCES 2024-25 LEA 5103660 (name score 1.24).
Virginia,Virginia Beach City Public Schools,Traditional public school district,5103840,https://studentvue.vbcps.com/PXP2_Login_Student.aspx,https://studentvue.vbcps.com/,,https://studentvue.vbcps.com/PXP2_Login_Student.aspx,StudentVUE,Confirmed current,2026-07-24,Edupoint registry: Virginia Beach School District (Virginia Beach VA 23456-0038); Live StudentVUE login returned HTTP 200. Matched to NCES 2024-25 LEA 5103840 (name score 1.24).
Virginia,Williamsburg-James City County Public Schools,Traditional public school district,5104020,https://va-wjccp-psv.edupoint.com/PXP2_Login_Student.aspx,https://va-wjccp-psv.edupoint.com/,,https://va-wjccp-psv.edupoint.com/PXP2_Login_Student.aspx,StudentVUE,Confirmed current,2026-07-24,Edupoint registry: Williamsburg James City County Public Schools (Williamsburg VA 23187); Live StudentVUE login returned HTTP 200. Matched to NCES 2024-25 LEA 5104020 (name score 1.24).
