state,district_name,district_type,nces_lea_id,studentvue_login_url,mobile_app_base_url,district_studentvue_information_url,evidence_url,evidence_title,verification_status,last_verified,notes
Michigan,Clarkston Community School District,Traditional public school district,2609900,https://studentvue.geneseeisd.org/ccs/PXP2_Login_Student.aspx,https://studentvue.geneseeisd.org/ccs,https://www.clarkston.k12.mi.us/,https://www.clarkston.k12.mi.us/,Home - Clarkston Community Schools,Confirmed current,2026-07-24,Edupoint registry: Clarkston Community Schools (Clarkston MI 48346); Live StudentVUE login returned HTTP 200. Matched to NCES 2024-25 LEA 2609900 (name score 1.24).
Michigan,Climax-Scotts Community Schools,Traditional public school district,2610020,https://studentvue.geneseeisd.org/cscs/PXP2_Login_Student.aspx,,,https://studentvue.geneseeisd.org/cscs/PXP2_Login_Student.aspx,,Probable — needs manual verification,2026-07-24,Edupoint registry: Climax-Scotts Community Schools (Climax MI 49034); HTTP 404; no StudentVUE login signal Matched to NCES 2024-25 LEA 2610020 (name score 1.24).
Michigan,Clio Area School District,Traditional public school district,2610110,https://studentvue.geneseeisd.org/clio/PXP2_Login_Student.aspx,https://studentvue.geneseeisd.org/clio,,https://studentvue.geneseeisd.org/clio/PXP2_Login_Student.aspx,StudentVUE,Confirmed current,2026-07-24,Edupoint registry: Clio Area School District (Cilo MI 48420); Live StudentVUE login returned HTTP 200. Matched to NCES 2024-25 LEA 2610110 (name score 1.04).
Michigan,Davison Community Schools,Traditional public school district,2611430,https://studentvue.geneseeisd.org/davs/PXP2_Login_Student.aspx,https://studentvue.geneseeisd.org/davs,https://www.davisonschools.org/,https://www.davisonschools.org/,Home - Davison Community Schools,Confirmed current,2026-07-24,Edupoint registry: Davison Community Schools (Davison MI 48423); Live StudentVUE login returned HTTP 200. Matched to NCES 2024-25 LEA 2611430 (name score 1.24).
Michigan,Fenton Area Public Schools,Traditional public school district,2614250,https://studentvue.geneseeisd.org/fent/PXP2_Login_Student.aspx,https://studentvue.geneseeisd.org/fent,,https://studentvue.geneseeisd.org/fent/PXP2_Login_Student.aspx,StudentVUE,Confirmed current,2026-07-24,Edupoint registry: Fenton Area Public Schools (Fenton MI 48430); Live StudentVUE login returned HTTP 200. Matched to NCES 2024-25 LEA 2614250 (name score 1.24).
Michigan,Flint Cultural Center Academy,Public charter LEA,2601124,https://sis.geneseeisd.org/fcca/PXP2_Login_Student.aspx,https://studentvue.geneseeisd.org/fcca,,https://sis.geneseeisd.org/fcca/PXP2_Login_Student.aspx,StudentVUE,Confirmed current,2026-07-24,Edupoint registry: Flint Cultural Center Academy (Flint MI 48503); Live StudentVUE login returned HTTP 200. Matched to NCES 2024-25 LEA 2601124 (name score 1.24).
Michigan,Carman-Ainsworth Community Schools,Traditional public school district,2607890,https://studentvue.geneseeisd.org/gmmc/PXP2_Login_Student.aspx,https://studentvue.geneseeisd.org/gmmc,,https://studentvue.geneseeisd.org/gmmc/PXP2_Login_Student.aspx,StudentVUE,Confirmed current,2026-07-24,Edupoint registry: Mott Middle College (Flint Township MI 48503); Live StudentVUE login returned HTTP 200. Matched to NCES 2024-25 LEA 2601124 (name score 0.43). Same NCES LEA also maps to tenant https://sis.geneseeisd.org/fcca/PXP2_Login_Student.aspx; kept because the registered tenant URL is distinct.; Program-specific tenant; NCES assigns Mott Middle College to Carman-Ainsworth Community Schools.
Michigan,Flint School District of the City of,Traditional public school district,2614520,https://studentvue.geneseeisd.org/flnt/PXP2_Login_Student.aspx,https://studentvue.geneseeisd.org/flnt/,,https://studentvue.geneseeisd.org/flnt/PXP2_Login_Student.aspx,StudentVUE,Confirmed current,2026-07-24,Edupoint registry: Flint Community Schools (Flint MI 48503); Live StudentVUE login returned HTTP 200. Matched to NCES 2024-25 LEA 2614520 (name score 1.24).
Michigan,Flushing Community Schools,Traditional public school district,2614550,https://studentvue.geneseeisd.org/flsh/PXP2_Login_Student.aspx,https://studentvue.geneseeisd.org/flsh,,https://studentvue.geneseeisd.org/flsh/PXP2_Login_Student.aspx,StudentVUE,Confirmed current,2026-07-24,Edupoint registry: Flushing Community Schools (Flushing MI 48433); Live StudentVUE login returned HTTP 200. Matched to NCES 2024-25 LEA 2614550 (name score 1.24).
Michigan,Galesburg-Augusta Community Schools,Traditional public school district,2615450,https://synergy.micase.org/gcs/PXP2_Login_Student.aspx,,,https://synergy.micase.org/gcs/PXP2_Login_Student.aspx,,Probable — needs manual verification,2026-07-24,"Edupoint registry: Galesburg-Augusta Community Schools (Galesburg MI 49053); ConnectionError: HTTPSConnectionPool(host='synergy.micase.org', port=443): Max retries exceeded with url: /gcs (Caused by NameResolutionE Matched to NCES 2024-25 LEA 2615450 (name score 1.24)."
Michigan,Genesee ISD,Specialized public school district,2680400,https://parentvue.geneseeisd.org/gci/PXP2_Login_Student.aspx,https://studentvue.geneseeisd.org/gci/,,https://parentvue.geneseeisd.org/gci/PXP2_Login_Student.aspx,StudentVUE,Confirmed current,2026-07-24,Edupoint registry: Genesee Career Institute (Flint Township MI 48507); Live StudentVUE login returned HTTP 200. Matched to NCES 2024-25 LEA 2680400 (name score 0.59). Same NCES LEA also maps to tenant https://studentvue.geneseeisd.org/ccp/PXP2_Login_Student.aspx; kept because the registered tenant URL is distinct.
Michigan,Genesee ISD,Specialized public school district,2680400,https://studentvue.geneseeisd.org/ccp/PXP2_Login_Student.aspx,https://studentvue.geneseeisd.org/ccp,,https://studentvue.geneseeisd.org/ccp/PXP2_Login_Student.aspx,StudentVUE,Confirmed current,2026-07-24,Edupoint registry: Center for Countywide Programs (Flint MI 48507); Live StudentVUE login returned HTTP 200. Matched to NCES 2024-25 LEA 2680400 (name score 0.46).
Michigan,Carman-Ainsworth Community Schools,Traditional public school district,2607890,https://studentvue.geneseeisd.org/ggec/PXP2_Login_Student.aspx,https://studentvue.geneseeisd.org/ggec,,https://studentvue.geneseeisd.org/ggec/PXP2_Login_Student.aspx,StudentVUE,Confirmed current,2026-07-24,Edupoint registry: Genesee Early College (Flint Township MI 48502); Live StudentVUE login returned HTTP 200. Matched to NCES 2024-25 LEA 2680400 (name score 0.64). Same NCES LEA also maps to tenant https://studentvue.geneseeisd.org/ccp/PXP2_Login_Student.aspx; kept because the registered tenant URL is distinct.; Program-specific tenant; NCES assigns Genesee Early College to Carman-Ainsworth Community Schools.
Michigan,Genesee ISD,Specialized public school district,2680400,https://studentvue.geneseeisd.org/gisd/PXP2_Login_Student.aspx,https://studentvue.geneseeisd.org/gisd/,,https://studentvue.geneseeisd.org/gisd/PXP2_Login_Student.aspx,StudentVUE,Confirmed current,2026-07-24,Edupoint registry: Genesee Intermediate School District (GISD) (Flint MI 48507-3493); Live StudentVUE login returned HTTP 200. Matched to NCES 2024-25 LEA 2680400 (name score 0.68). Same NCES LEA also maps to tenant https://studentvue.geneseeisd.org/ccp/PXP2_Login_Student.aspx; kept because the registered tenant URL is distinct.
Michigan,Genesee ISD,Specialized public school district,2680400,https://studentvue.geneseeisd.org/gitv/PXP2_Login_Student.aspx,https://studentvue.geneseeisd.org/gitv,,https://studentvue.geneseeisd.org/gitv/PXP2_Login_Student.aspx,StudentVUE,Confirmed current,2026-07-24,Edupoint registry: GITV - Live Distance Learning (Flint MI 48507); Live StudentVUE login returned HTTP 200. Matched to NCES 2024-25 LEA 2680400 (name score 0.53). Same NCES LEA also maps to tenant https://studentvue.geneseeisd.org/ccp/PXP2_Login_Student.aspx; kept because the registered tenant URL is distinct.
Michigan,Genesee School District,Traditional public school district,2615750,https://studentvue.geneseeisd.org/gens/PXP2_Login_Student.aspx,https://studentvue.geneseeisd.org/gens,,https://studentvue.geneseeisd.org/gens/PXP2_Login_Student.aspx,StudentVUE,Confirmed current,2026-07-24,Edupoint registry: Genesee School District (Genesee MI 48437); Live StudentVUE login returned HTTP 200. Matched to NCES 2024-25 LEA 2615750 (name score 1.24).
Michigan,Godwin Heights Public Schools,Traditional public school district,2616110,https://spportal.westmihosting.com/ghps_pxp/PXP2_Login_Student.aspx,https://spportal.westmihosting.com/ghps_pxp/,https://www.godwinschools.org/,https://www.godwinschools.org/,Godwin Heights Public Schools,Confirmed current,2026-07-24,Edupoint registry: Godwin Heights Public Schools (Wyoming MI 49548); Live StudentVUE login returned HTTP 200. Matched to NCES 2024-25 LEA 2616110 (name score 1.04).
Michigan,Goodrich Area Schools,Traditional public school district,2616320,https://studentvue.geneseeisd.org/good/PXP2_Login_Student.aspx,https://studentvue.geneseeisd.org/good/,https://www.goodrichschools.org/,https://www.goodrichschools.org/,Goodrich Area Schools - Home,Confirmed current,2026-07-24,Edupoint registry: Goodrich Area Schools (Goodrich MI 48438); Live StudentVUE login returned HTTP 200. Matched to NCES 2024-25 LEA 2616320 (name score 1.24).
Michigan,Grand Blanc Academy,Public charter LEA,2600193,https://sis.geneseeisd.org/gba/PXP2_Login_Student.aspx,https://studentvue.geneseeisd.org/gba/,,https://sis.geneseeisd.org/gba/PXP2_Login_Student.aspx,StudentVUE,Confirmed current,2026-07-24,Edupoint registry: Grand Blanc Academy (Grand Blanc MI 48439); Live StudentVUE login returned HTTP 200. Matched to NCES 2024-25 LEA 2600193 (name score 1.24).
Michigan,Grand Blanc Community Schools,Traditional public school district,2616350,https://studentvue.geneseeisd.org/gbcs/PXP2_Login_Student.aspx,https://studentvue.geneseeisd.org/gbcs,https://www.gbcs.org/,https://www.gbcs.org/,Home - Grand Blanc Community School District,Confirmed current,2026-07-24,Edupoint registry: Grand Blanc Community Schools (Grand Blanc MI 48439); Live StudentVUE login returned HTTP 200. Matched to NCES 2024-25 LEA 2616350 (name score 1.24).
Michigan,Grand Haven Area Public Schools,Traditional public school district,2616380,https://pvue.ghaps.org/pxp/PXP2_Login_Student.aspx,https://pvue.ghaps.org/pxp,https://www.ghaps.org/,https://www.ghaps.org/,Grand Haven Area Public Schools,Confirmed current,2026-07-24,Edupoint registry: Grand Haven Area Public Schools (Grand Haven MI 49417); Live StudentVUE login returned HTTP 200. Matched to NCES 2024-25 LEA 2616380 (name score 1.24).
Michigan,Grand Rapids Public Schools,Traditional public school district,2616440,https://family.grps.org/PXP2_Login_Student.aspx,https://family.grps.org/,https://grps.org/,https://grps.org/,Grand Rapids Public Schools,Confirmed current,2026-07-24,Edupoint registry: Grand Rapids Public Schools (Grand Rapids MI 49506); Live StudentVUE login returned HTTP 200. Matched to NCES 2024-25 LEA 2616440 (name score 1.24).
Michigan,Greenville Public Schools,Traditional public school district,2617160,https://pvue.gpsjackets.org/pvue/PXP2_Login_Student.aspx,,,https://pvue.gpsjackets.org/pvue/PXP2_Login_Student.aspx,,Probable — needs manual verification,2026-07-24,"Edupoint registry: Greenville Public Schools (Greenville MI 48838); ConnectionError: HTTPSConnectionPool(host='pvue.gpsjackets.org', port=443): Max retries exceeded with url: /pvue (Caused by NameResolutio Matched to NCES 2024-25 LEA 2617160 (name score 1.24)."
Michigan,Gull Lake Community Schools,Traditional public school district,2617250,https://studentvue.geneseeisd.org/glc/PXP2_Login_Student.aspx,https://studentvue.geneseeisd.org/glc/,,https://studentvue.geneseeisd.org/glc/PXP2_Login_Student.aspx,StudentVUE,Confirmed current,2026-07-24,Edupoint registry: Gull Lake Community Schools (Richland MI 49083); Live StudentVUE login returned HTTP 200. Matched to NCES 2024-25 LEA 2617250 (name score 1.24).
Michigan,International Academy of Flint,Public charter LEA,2600195,https://parentvue.geneseeisd.org/iaf/PXP2_Login_Student.aspx,https://studentvue.geneseeisd.org/iaf/,,https://parentvue.geneseeisd.org/iaf/PXP2_Login_Student.aspx,StudentVUE,Confirmed current,2026-07-24,Edupoint registry: International Academy of Flint (Flint MI 48503); Live StudentVUE login returned HTTP 200. Matched to NCES 2024-25 LEA 2600195 (name score 1.24).
Michigan,Kalamazoo Public Schools,Traditional public school district,2619950,https://studentvue.geneseeisd.org/kam/PXP2_Login_Student.aspx,https://studentvue.geneseeisd.org/kam,,https://studentvue.geneseeisd.org/kam/PXP2_Login_Student.aspx,StudentVUE,Confirmed current,2026-07-24,Edupoint registry: Kalamazoo Area Mathematics & Science Center (Kalamazoo MI 49008); Live StudentVUE login returned HTTP 200. Matched to NCES 2024-25 LEA 2619950 (name score 0.57).
Michigan,Kearsley Community School District,Traditional public school district,2620070,https://studentvue.geneseeisd.org/kear/PXP2_Login_Student.aspx,https://studentvue.geneseeisd.org/kear,,https://studentvue.geneseeisd.org/kear/PXP2_Login_Student.aspx,StudentVUE,Confirmed current,2026-07-24,Edupoint registry: Kearsley Community Schools (Flint MI 48506); Live StudentVUE login returned HTTP 200. Matched to NCES 2024-25 LEA 2620070 (name score 1.24).
Michigan,Kelloggsville Public Schools,Traditional public school district,2620160,https://sp.westmihosting.com/kps_pxp/PXP2_Login_Student.aspx,https://sp.westmihosting.com/kps_pxp/,,https://sp.westmihosting.com/kps_pxp/PXP2_Login_Student.aspx,StudentVUE,Confirmed current,2026-07-24,Edupoint registry: Kelloggsville Public Schools (Grand Rapids MI 49548); Live StudentVUE login returned HTTP 200. Matched to NCES 2024-25 LEA 2620160 (name score 1.24).
Michigan,Kentwood Public Schools,Traditional public school district,2620340,https://synergypvue.kentwoodps.org/PXP2_Login_Student.aspx,https://synergypvue.kentwoodps.org/,https://www.kentwoodps.org/,https://www.kentwoodps.org/,Kentwood Public Schools,Confirmed current,2026-07-24,Edupoint registry: Kentwood Public Schools (Kentwood MI 49508); Live StudentVUE login returned HTTP 200. Matched to NCES 2024-25 LEA 2620340 (name score 1.04).
Michigan,Lake Fenton Community Schools,Traditional public school district,2620670,https://studentvue.geneseeisd.org/lkfn/PXP2_Login_Student.aspx,https://studentvue.geneseeisd.org/lkfn,,https://studentvue.geneseeisd.org/lkfn/PXP2_Login_Student.aspx,StudentVUE,Confirmed current,2026-07-24,Edupoint registry: Lake Fenton Community Schools (Fenton MI 48430); Live StudentVUE login returned HTTP 200. Matched to NCES 2024-25 LEA 2620670 (name score 1.24).
Michigan,LakeVille Community School District,Traditional public school district,2620940,https://studentvue.geneseeisd.org/lkvl/PXP2_Login_Student.aspx,https://studentvue.geneseeisd.org/lkvl/,,https://studentvue.geneseeisd.org/lkvl/PXP2_Login_Student.aspx,StudentVUE,Confirmed current,2026-07-24,Edupoint registry: LakeVille Community Schools (Otisville MI 48463); Live StudentVUE login returned HTTP 200. Matched to NCES 2024-25 LEA 2620940 (name score 1.24).
Michigan,Lakewood Public Schools,Traditional public school district,2620980,https://genesis.lakewood.k12.mi.us/PXP2_Login_Student.aspx,,,https://genesis.lakewood.k12.mi.us/PXP2_Login_Student.aspx,,Probable — needs manual verification,2026-07-24,"Edupoint registry: Lakewood Public Schools (Woodland MI 48897); ConnectTimeout: HTTPSConnectionPool(host='genesis.lakewood.k12.mi.us', port=443): Max retries exceeded with url: / (Caused by ConnectTim Matched to NCES 2024-25 LEA 2620980 (name score 1.24)."
Michigan,Lansing Public School District,Traditional public school district,2621150,https://synergy.lansingschools.net/production/PXP2_Login_Student.aspx,https://synergy.lansingschools.net/production/,https://www.lansingschools.net/,https://www.lansingschools.net/,Lansing School District Home,Confirmed current,2026-07-24,Edupoint registry: Lansing School District (Lansing MI 48933); Live StudentVUE login returned HTTP 200. Matched to NCES 2024-25 LEA 2621150 (name score 1.24).
Michigan,Lapeer ISD,Specialized public school district,2680660,https://synergy.lapeerisd.org/PXP2_Login_Student.aspx,https://pvu.lapeerisd.org/,,https://synergy.lapeerisd.org/PXP2_Login_Student.aspx,StudentVUE,Confirmed current,2026-07-24,Edupoint registry: Lapeer County Intermediate School District (Lapeer MI 48446); Live StudentVUE login returned HTTP 200. Matched to NCES 2024-25 LEA 2621180 (name score 0.74).; Registry label expanded; matched to the current NCES intermediate school district.
Michigan,Augusta Academy,Public charter LEA,2601098,https://studentvue.geneseeisd.org/aga/PXP2_Login_Student.aspx,https://studentvue.geneseeisd.org/aga,,https://studentvue.geneseeisd.org/aga/PXP2_Login_Student.aspx,StudentVUE,Probable — needs manual verification,2026-07-24,"Edupoint registry: Augusta Academy (Augusta MI 49012); Live StudentVUE login returned HTTP 200. Matched to NCES 2024-25 LEA 2600296 (name score 0.87).; Historical NCES LEA ID retained; live Edupoint tenant found, but the LEA was not present in the preliminary 2024–25 NCES file."
Michigan,Linden Community Schools,Traditional public school district,2621690,https://studentvue.geneseeisd.org/lind/PXP2_Login_Student.aspx,https://studentvue.geneseeisd.org/lind,,https://studentvue.geneseeisd.org/lind/PXP2_Login_Student.aspx,StudentVUE,Confirmed current,2026-07-24,Edupoint registry: Linden Community Schools (Linden MI 48451); Live StudentVUE login returned HTTP 200. Matched to NCES 2024-25 LEA 2621690 (name score 1.24).
Michigan,Carman-Ainsworth Community Schools,Traditional public school district,2607890,https://studentvue.geneseeisd.org/bcaa/PXP2_Login_Student.aspx,,,https://studentvue.geneseeisd.org/bcaa/PXP2_Login_Student.aspx,,Probable — needs manual verification,2026-07-24,Edupoint registry: Bendle-Carman Park Academy (Flint MI 48507); HTTP 503; no StudentVUE login signal Matched to NCES 2024-25 LEA 2600317 (name score 0.78).; Program-specific tenant operated by Carman-Ainsworth Community Schools.
Michigan,Midland Public Schools,Traditional public school district,2623820,https://mi-mps-psv.edupoint.com/PXP2_Login_Student.aspx,https://mi-mps.edupoint.com/samlssoportal.aspx,https://www.midlandps.org/home,https://www.midlandps.org/home,Home,Confirmed current,2026-07-24,Edupoint registry: Midland Public Schools (Midland MI 48640); Live StudentVUE login returned HTTP 200. Matched to NCES 2024-25 LEA 2623820 (name score 1.24).
Michigan,Montrose Community Schools,Traditional public school district,2624420,https://studentvue.geneseeisd.org/mont/PXP2_Login_Student.aspx,https://studentvue.geneseeisd.org/mont/,,https://studentvue.geneseeisd.org/mont/PXP2_Login_Student.aspx,StudentVUE,Confirmed current,2026-07-24,Edupoint registry: Montrose Community Schools (Montrose MI 48457); Live StudentVUE login returned HTTP 200. Matched to NCES 2024-25 LEA 2624420 (name score 1.24).
Michigan,Mt. Morris Consolidated Schools,Traditional public school district,2624720,https://studentvue.geneseeisd.org/mtmr/PXP2_Login_Student.aspx,https://studentvue.geneseeisd.org/mtmr,,https://studentvue.geneseeisd.org/mtmr/PXP2_Login_Student.aspx,StudentVUE,Confirmed current,2026-07-24,Edupoint registry: Mt. Morris Consolidated Schools (Mt Morris MI 48458); Live StudentVUE login returned HTTP 200. Matched to NCES 2024-25 LEA 2624720 (name score 1.04).
Michigan,Northview Public Schools,Traditional public school district,2625950,https://spportal.westmihosting.com/nvps_pxp/PXP2_Login_Student.aspx,https://spportal.westmihosting.com/nvps_pxp/,,https://spportal.westmihosting.com/nvps_pxp/PXP2_Login_Student.aspx,StudentVUE,Confirmed current,2026-07-24,Edupoint registry: Northview Public Schools (Grand Rapids MI 49525); Live StudentVUE login returned HTTP 200. Matched to NCES 2024-25 LEA 2625950 (name score 1.24).
Michigan,Oakland Academy,Public charter LEA,2600184,https://studentvue.geneseeisd.org/oca/PXP2_Login_Student.aspx,https://studentvue.geneseeisd.org/oca,,https://studentvue.geneseeisd.org/oca/PXP2_Login_Student.aspx,StudentVUE,Confirmed current,2026-07-24,Edupoint registry: Oakland Academy (Portage MI 49024); Live StudentVUE login returned HTTP 200. Matched to NCES 2024-25 LEA 2600184 (name score 1.24).
Michigan,Youth Advancement Academy,Public charter LEA,2600955,https://studentvue.geneseeisd.org/yaa/PXP2_Login_Student.aspx,https://studentvue.geneseeisd.org/yaa,,https://studentvue.geneseeisd.org/yaa/PXP2_Login_Student.aspx,StudentVUE,Confirmed current,2026-07-24,Edupoint registry: Youth Advancement Academy (Kalamazoo MI 49008); Live StudentVUE login returned HTTP 200. Matched to NCES 2024-25 LEA 2600206 (name score 0.72). Same NCES LEA also maps to tenant https://synergypvue.micase.org/kcs/PXP2_Login_Student.aspx; kept because the registered tenant URL is distinct.; Corrected from a fuzzy match to the academy's own current NCES LEA.
Michigan,Parchment School District,Traditional public school district,2627420,https://studentvue.geneseeisd.org/psd/PXP2_Login_Student.aspx,,,https://studentvue.geneseeisd.org/psd/PXP2_Login_Student.aspx,,Probable — needs manual verification,2026-07-24,Edupoint registry: Parchment School District (Parchment MI 49004); HTTP 503; no StudentVUE login signal Matched to NCES 2024-25 LEA 2627420 (name score 1.04).
Michigan,Paw Paw Public School District,Traditional public school district,2627660,https://synergypvue.micase.org/pps/PXP2_Login_Student.aspx,,,https://synergypvue.micase.org/pps/PXP2_Login_Student.aspx,,Probable — needs manual verification,2026-07-24,"Edupoint registry: Paw Paw Public Schools (Paw Paw MI 49079); ConnectionError: HTTPSConnectionPool(host='synergypvue.micase.org', port=443): Max retries exceeded with url: /pps (Caused by NameResolut Matched to NCES 2024-25 LEA 2627660 (name score 1.24)."
Michigan,Rochester Community School District,Traditional public school district,2629940,https://rcsvue.rochester.k12.mi.us/PXP2_Login_Student.aspx,https://rcsvue.rochester.k12.mi.us/,https://www.rochester.k12.mi.us/,https://www.rochester.k12.mi.us/,Home - Rochester Community School District,Confirmed current,2026-07-24,Edupoint registry: Rochester Community Schools (Rochester MI 48307); Live StudentVUE login returned HTTP 200. Matched to NCES 2024-25 LEA 2629940 (name score 1.14).
Michigan,Schoolcraft Community Schools,Traditional public school district,2631020,https://studentvue.geneseeisd.org/scs/PXP2_Login_Student.aspx,https://studentvue.geneseeisd.org/scs,,https://studentvue.geneseeisd.org/scs/PXP2_Login_Student.aspx,StudentVUE,Confirmed current,2026-07-24,Edupoint registry: Schoolcraft Community Schools (Schoolcraft MI 49087); Live StudentVUE login returned HTTP 200. Matched to NCES 2024-25 LEA 2631020 (name score 1.24).
Michigan,Tri County Area Schools,Traditional public school district,2633930,https://spportal.westmihosting.com/tcas_pxp/PXP2_Login_Student.aspx,https://spportal.westmihosting.com/tcas_pxp/,,https://spportal.westmihosting.com/tcas_pxp/PXP2_Login_Student.aspx,StudentVUE,Confirmed current,2026-07-24,Edupoint registry: Tri-County Area Schools (Sand Lake MI 49343); Live StudentVUE login returned HTTP 200. Matched to NCES 2024-25 LEA 2633930 (name score 1.24).
Michigan,Westwood Heights Schools,Traditional public school district,2635970,https://studentvue.geneseeisd.org/west/PXP2_Login_Student.aspx,https://studentvue.geneseeisd.org/west,https://www.hamadyhawks.net/,https://www.hamadyhawks.net/,Home - Westwood Heights Schools,Confirmed current,2026-07-24,Edupoint registry: Westwood Heights School District (Flint MI 48504); Live StudentVUE login returned HTTP 200. Matched to NCES 2024-25 LEA 2635970 (name score 1.24).
Michigan,White Pigeon Community Schools,Traditional public school district,2636120,https://studentvue.geneseeisd.org/wpc/PXP2_Login_Student.aspx,,,https://studentvue.geneseeisd.org/wpc/PXP2_Login_Student.aspx,,Probable — needs manual verification,2026-07-24,Edupoint registry: White Pigeon Community Schools (White Pigeon MI 49099); HTTP 404; no StudentVUE login signal Matched to NCES 2024-25 LEA 2636120 (name score 1.24).
Michigan,Wyoming Public Schools,Traditional public school district,2636570,https://spportal.westmihosting.com/wps_pxp/PXP2_Login_Student.aspx,https://spportal.westmihosting.com/wps_pxp,,https://spportal.westmihosting.com/wps_pxp/PXP2_Login_Student.aspx,StudentVUE,Confirmed current,2026-07-24,Edupoint registry: Wyoming Public Schools (Wyoming MI 49519); Live StudentVUE login returned HTTP 200. Matched to NCES 2024-25 LEA 2636570 (name score 1.24).
